Facility Name,Site Address,Last Inspection Date,Facility Type,url_entity_partial,category,Community,Program Area,Closed Date,Reason,Reopen Date,Type,Offense,Outcome,Offense Date,Resolved Date,url_entity_full
Grand Falls Camp - Tunnel Lake SDWS - Lodging,6688 Highway 129 N  Thessalon ON P0R 1L0,16-Jun-2021,,location.href = '/Portal/Facility/Details/4d3e0a82-0d6a-4165-8428-04fbc985f53f' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4d3e0a82-0d6a-4165-8428-04fbc985f53f
Halfway Haven Lodge - Rural Access SDWS - Lodging,28.5KM-Loop Lake Rd  Wawa ON P0S 1K0,09-Sep-2019,,location.href = '/Portal/Facility/Details/9b2614f1-0037-47b2-90c2-ab2ecae008df' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/9b2614f1-0037-47b2-90c2-ab2ecae008df
Harmony Beach Lakeview Resort SDWS - Food Service,128 Harmony Beach Rd  Goulias River ON P0S 1E0,18-Jul-2023,,location.href = '/Portal/Facility/Details/7e7e4a3c-5734-4f2f-ae42-71489c384690' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/7e7e4a3c-5734-4f2f-ae42-71489c384690
Hawk Air Fly in Vacations SDWS - Lodging,Box 186  Hawk Junction ON P0S 1K0,13-Sep-2021,,location.href = '/Portal/Facility/Details/296d4c86-7a8d-42cc-905f-725a9fbadcfb' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/296d4c86-7a8d-42cc-905f-725a9fbadcfb
Hawk Junction Community Hall SDWS - Regulation 319,96 Cedar St  Hawk Junction ON P0S 1G0,27-Sep-2021,,location.href = '/Portal/Facility/Details/85832d4f-674c-47f0-a6c4-245503be808e' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/85832d4f-674c-47f0-a6c4-245503be808e
Heritage Home Hardware Building Centre SDWS - Food Service,3478 Hwy 17B  Echo Bay ON P0S 1C0,30-Oct-2023,,location.href = '/Portal/Facility/Details/2943470f-fe73-40d0-a6c6-c8a7287fc1f3' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2943470f-fe73-40d0-a6c6-c8a7287fc1f3
Heyden Bible Chapel SDWS - Religious Institution,921 Highway 17 N  Heyden ON P6A 5K7,11-Sep-2023,,location.href = '/Portal/Facility/Details/48b75b57-9abe-458e-96fb-3bf438bd167a' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/48b75b57-9abe-458e-96fb-3bf438bd167a
Heyden Fuels SDWS - Food Service,770 Highway 17 N  Heyden ON P6A 5K7,10-Aug-2022,,location.href = '/Portal/Facility/Details/3cc52c22-1aec-4eb1-ae2e-45b7122fe103' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3cc52c22-1aec-4eb1-ae2e-45b7122fe103
Hidden River Lodge SDWS - Lodging,Hwy 101 Whitefish Lake  Hawk Junction ON P0S 1G0,27-Jul-2021,,location.href = '/Portal/Facility/Details/a4f7dd10-f378-459f-b4f6-f96e1faa4810' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a4f7dd10-f378-459f-b4f6-f96e1faa4810
Hogan's Homestead Sugar Shack - Regulation 319,1157 Thielman Road  Goulais River ON P0S 1E0,02-Mar-2023,,location.href = '/Portal/Facility/Details/ecc610ef-b749-4cec-adf3-5a64bccbe981' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ecc610ef-b749-4cec-adf3-5a64bccbe981
Holy Trinity Anglican Church SDWS - Religious Institution,580 Hwy 548 M & N Line Rd  Township of Jocelyn ON P0R 1J0,13-Jun-2019,,location.href = '/Portal/Facility/Details/5a55aff3-0257-4750-828a-c94fde81cd17' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5a55aff3-0257-4750-828a-c94fde81cd17
Huron Pines Golf & Country Club SDWS - Recreation Facility,303 Eldorado Rd  Blind River ON P0R 1B0,21-Jul-2022,,location.href = '/Portal/Facility/Details/b0bb14bc-a434-44e8-8ac2-9808113d14c4' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b0bb14bc-a434-44e8-8ac2-9808113d14c4
Huron Shores - Thompson Community Centre SDWS - Public Washroom,23802 Highway 17  Iron Bridge ON P0R 1H0,02-Dec-2020,,location.href = '/Portal/Facility/Details/d4a0ffd1-9942-413c-93cb-28579450e42b' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d4a0ffd1-9942-413c-93cb-28579450e42b
Huron Shores Municipal Hall & Library SDWS - Public Washroom,7 Bridge St  Iron Bridge ON P0R 1H0,22-Nov-2019,,location.href = '/Portal/Facility/Details/5e792f10-ff71-48b2-b307-e9ff1eacd483' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5e792f10-ff71-48b2-b307-e9ff1eacd483
Huron Shores Museum SDWS - Public Washroom,1 James St  Iron Bridge ON P0R 1H0,02-Sep-2022,,location.href = '/Portal/Facility/Details/06eb70ea-178a-43ff-97fa-cd868c08bbda' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/06eb70ea-178a-43ff-97fa-cd868c08bbda
Iron Bridge Lions Club Hall SDWS - Service Club,10 Clarissa St  Iron Bridge ON P0R1H0,14-Sep-2023,,location.href = '/Portal/Facility/Details/f7481393-c877-4a7f-ad62-504083c1bd6a' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f7481393-c877-4a7f-ad62-504083c1bd6a
Iron Bridge Recreation Centre - Canteen and Public Facilities SDWS - Recreation Facility,1 Chiblow Lake Rd  Iron Bridge ON P0R 1H0,31-Jan-2023,,location.href = '/Portal/Facility/Details/7bcc517f-93dc-44ac-a214-ac8ff9b2db1a' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/7bcc517f-93dc-44ac-a214-ac8ff9b2db1a
Iron Bridge Recreation Centre - Kitchen SDWS - Recreation Facility,1 Chiblow Lake Rd  Iron Bridge ON P0R 1H0,31-Jan-2023,,location.href = '/Portal/Facility/Details/007e3322-7021-49d6-a631-c49cf52e68b8' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/007e3322-7021-49d6-a631-c49cf52e68b8
Iron Bridge Seventh-Day Adventist Church SDWS - Religious Institution,PO Box 239 Hwy 17 N  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/d3390577-0136-4d1e-a9dd-45f150270403' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d3390577-0136-4d1e-a9dd-45f150270403
Iron Bridge United Church SDWS - Religious Institution,22147 Highway 17 W  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/c800894e-6a44-456e-898f-0088aea1c15b' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c800894e-6a44-456e-898f-0088aea1c15b
Island Timber Mart SDWS - Public Washroom,2407 V Line Hwy 548  Richards Landing ON P0R 1J0,24-Nov-2020,,location.href = '/Portal/Facility/Details/1a3dac1e-33bf-4e87-a1fc-3d928d8e69a6' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1a3dac1e-33bf-4e87-a1fc-3d928d8e69a6
Island View Camp - Cabins SDWS - Regulation 319,Missanabie  ON P0M 2H0,09-May-2023,,location.href = '/Portal/Facility/Details/120f384c-c298-4c2d-9bff-cfdb6a815271' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/120f384c-c298-4c2d-9bff-cfdb6a815271
Island View Camp - Main Lodge SDWS - Regulation 319,"Missanabie, PO Box 30  ON P0M 2H0",09-May-2023,,location.href = '/Portal/Facility/Details/d0b05f17-743a-44fa-94ea-16e0b0a0d9b4' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d0b05f17-743a-44fa-94ea-16e0b0a0d9b4
Ituksum Wilderness Camp SDWS - Lodging,Hinckler Rd  ON,17-Oct-2023,,location.href = '/Portal/Facility/Details/08416251-d06d-45fe-b879-16052ba6c06d' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/08416251-d06d-45fe-b879-16052ba6c06d
Jocelyn Township Community Hall SDWS - Public Washroom,1125 P Line  Jocelyn Township ON P0R 1G0,07-Oct-2021,,location.href = '/Portal/Facility/Details/2f2f2385-9777-467d-b94e-1b973267798f' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2f2f2385-9777-467d-b94e-1b973267798f
Kamp Kinniwabi SDWS - Lodging,Hwy. 101 E  Wawa ON P0S 1K0,26-Jul-2023,,location.href = '/Portal/Facility/Details/68e11ebf-036e-450e-9cf2-cafc6bb7b74e' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/68e11ebf-036e-450e-9cf2-cafc6bb7b74e
Kentvale Merchants Ltd. Drinking SDWS - Public Washroom,716 K Line Rd  Richards Landing ON P0R 1J0,,,location.href = '/Portal/Facility/Details/0c6f5b0c-0a5f-4a04-8901-479867a9fcc1' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0c6f5b0c-0a5f-4a04-8901-479867a9fcc1
Kinniwabi Pines Restaurant SDWS - Food Service,Hwy 17 S  Wawa ON P0S 1K0,21-Sep-2021,,location.href = '/Portal/Facility/Details/434cee1a-aab4-4b65-bc4c-af5d59b025d5' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/434cee1a-aab4-4b65-bc4c-af5d59b025d5
Kinsmen Hall SDWS - Regulation 319,780 Landslide Rd  Sault Ste. Marie ON P6A 6J8,11-Oct-2022,,location.href = '/Portal/Facility/Details/33dffaf9-88e9-474d-8109-39eb38a5270b' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/33dffaf9-88e9-474d-8109-39eb38a5270b
KOA Kampground SDWS - Campground,501 Fifth Line E  Sault Ste. Marie ON P6A 6J8,27-Aug-2021,,location.href = '/Portal/Facility/Details/d4b9fef2-4ce5-41d5-8f0a-2e69ca272a77' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d4b9fef2-4ce5-41d5-8f0a-2e69ca272a77
Kynoch Community Hall SDWS - Public Washroom,69 Hwy 554  Iron Bridge ON P0R 1H0,14-Aug-2023,,location.href = '/Portal/Facility/Details/62832b81-3e4d-4591-9edb-dfae9a14e101' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/62832b81-3e4d-4591-9edb-dfae9a14e101
Laird Township Hall and Municipal Office SDWS - Public Washroom,3 Pumpkin Point Rd  Township of Laird ON P0S 1C0,17-Dec-2020,,location.href = '/Portal/Facility/Details/700b348b-0172-4c08-ba35-4c5245311d4f' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/700b348b-0172-4c08-ba35-4c5245311d4f
Lake Lauzon Resort and Marine SDWS - Marina,B-1479 B Highway 17  Algoma Mills ON P0R 1A0,14-Jul-2020,,location.href = '/Portal/Facility/Details/953950fb-7e99-4fbd-bc32-efe281b8b3a7' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/953950fb-7e99-4fbd-bc32-efe281b8b3a7
Lake Matinenda Campground SDWS - Lodging,6109 Hwy. 557  Blind River ON P0R 1B0,14-Jul-2020,,location.href = '/Portal/Facility/Details/8ffc246c-2146-49aa-a8ea-1c7a4f07bc35' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8ffc246c-2146-49aa-a8ea-1c7a4f07bc35
Lake Superior Provincial Park - Agawa - Campground,Hwy 17 N  Wawa ON,04-Aug-2021,,location.href = '/Portal/Facility/Details/e45f574e-39ab-4c48-a2e4-356bcfe26db9' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e45f574e-39ab-4c48-a2e4-356bcfe26db9
Lake Superior Provincial Park - Rabbit Blanket - Campground,Hwy 17  Wawa Area ON P0S 1K0,04-Aug-2021,,location.href = '/Portal/Facility/Details/37857516-529e-4e6c-ab9e-74fca5dfa0ef' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/37857516-529e-4e6c-ab9e-74fca5dfa0ef
Lakeside RV Resort and Campground - Campground,215 Hawk Lake Road North  Hawk Junction ON,18-Jul-2023,,location.href = '/Portal/Facility/Details/3fe044c9-b6af-4f8a-b1a8-34a7ddd36e0f' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3fe044c9-b6af-4f8a-b1a8-34a7ddd36e0f
Lani Kai SDWS - Lodging,1069 Queen Street East  Sault Ste. Marie ON P6A 2C2,12-Aug-2022,,location.href = '/Portal/Facility/Details/2be20092-8935-4828-974c-b3449800dfb9' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2be20092-8935-4828-974c-b3449800dfb9
Laurentian Lodge 19 Unit Motel - Lodging,Box 141  Elliot Lake ON P5A 2J6,,,location.href = '/Portal/Facility/Details/074a497b-3174-4ee3-aa5a-09dd3de821c3' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/074a497b-3174-4ee3-aa5a-09dd3de821c3
Laurentian Lodge 6 Unit Motel - Lodging,Box 141  Elliot Lake ON P5A 2J6,,,location.href = '/Portal/Facility/Details/5e12f881-9d13-4fe9-b1d0-694c25f2d2ab' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5e12f881-9d13-4fe9-b1d0-694c25f2d2ab
Laurentian Lodge Bayview Cottage - Lodging,Box 141  Elliot Lake ON P5A 2J6,,,location.href = '/Portal/Facility/Details/97c66707-1803-4b77-9857-be461d865363' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/97c66707-1803-4b77-9857-be461d865363
Laurentian Lodge Bunkhouse Cottage - Lodging,Box 141  Elliot Lake ON P5A 2J6,,,location.href = '/Portal/Facility/Details/cb698d32-08c8-4273-a5b0-95592f19aa37' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/cb698d32-08c8-4273-a5b0-95592f19aa37
Laurentian Lodge Colonial Cottage - Lodging,Box 141  Elliot Lake ON P5A 2J6,,,location.href = '/Portal/Facility/Details/b7604ec8-66f7-4ddc-9e2a-c746673d27d1' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b7604ec8-66f7-4ddc-9e2a-c746673d27d1
Laurentian Lodge Falls Cottage - Lodging,Box 141  Elliot Lake ON P5A 2J6,,,location.href = '/Portal/Facility/Details/54346817-acb8-496b-83e3-3cf3142a950d' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/54346817-acb8-496b-83e3-3cf3142a950d
Laurentian Lodge Flack Lake - Lodging,Box141  Elliot Lake ON P5A 2J6,,,location.href = '/Portal/Facility/Details/20cb48ea-bd08-42fe-a189-743bbbbca8de' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/20cb48ea-bd08-42fe-a189-743bbbbca8de
Laurentian Lodge Lakeview Cottage - Lodging,Box 141  Elliot Lake ON P5A 2J6,,,location.href = '/Portal/Facility/Details/44e4ac05-d69c-49a8-b241-666363a69d86' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/44e4ac05-d69c-49a8-b241-666363a69d86
Laurentian Lodge Treetop Cottage - Lodging,Box 141  Elliot Lake ON P5A 2J6,,,location.href = '/Portal/Facility/Details/4a29d119-e99b-4be7-b36e-7e8c3fa2b184' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4a29d119-e99b-4be7-b36e-7e8c3fa2b184
Laurentian Lodge Water - Lodging,P.O. Box 141  Elliot Lake ON P5A 2J6,,,location.href = '/Portal/Facility/Details/54ca3734-d9a6-48c3-97c0-62394a0b5a24' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/54ca3734-d9a6-48c3-97c0-62394a0b5a24
Laurentian Lodge Waterwheel Cottage - Lodging,Box 141  Elliot Lake ON P5A 2J6,,,location.href = '/Portal/Facility/Details/a630e96c-b7e7-447c-aceb-99fd3e90d676' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a630e96c-b7e7-447c-aceb-99fd3e90d676
Lawrence's Springwater Farms - Regulation 319,125 Deplonty Rd  Desbarats ON P0R 1E0,,,location.href = '/Portal/Facility/Details/9b9ce72e-952d-4442-a0a8-7d97866a1f27' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/9b9ce72e-952d-4442-a0a8-7d97866a1f27
"Lifespring Kotikirkko Camp, Heyden Finnish Camp SDWS - Regulation 319",AB 37B Cameron Road  Heyden ON P6A 0A4,22-Jun-2022,,location.href = '/Portal/Facility/Details/8744d0c2-f999-46ee-ab93-911b9e7170ed' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8744d0c2-f999-46ee-ab93-911b9e7170ed
"Limberlost Lodge Cabins 1,2,3,7 - Lodging",8 Limberlost Lane  Thessalon ON P0R 1L0,14-Aug-2023,,location.href = '/Portal/Facility/Details/4b4f5286-1bdf-4292-9658-6e6a5bf4e1ad' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4b4f5286-1bdf-4292-9658-6e6a5bf4e1ad
"Limberlost Lodge Cabins 5,6 - Lodging",8 Limberlost lane  Thessalon ON P0R 1L0,14-Aug-2023,,location.href = '/Portal/Facility/Details/d7edb448-5460-4fdf-9c26-d9a761c92b83' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d7edb448-5460-4fdf-9c26-d9a761c92b83
Little Rapids Community Centre and Gazebo / Ballpark - Recreation Facility,4 Little Rapids Road  Little Rapids ON,,,location.href = '/Portal/Facility/Details/26a0e8be-d403-4479-9a01-3a741d49f8e3' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/26a0e8be-d403-4479-9a01-3a741d49f8e3
Loch Island Lodge SDWS - Lodging,Wabatonguishi Lake  Glasgow Twp. ON,31-Aug-2022,,location.href = '/Portal/Facility/Details/c8576c31-2c3b-4f24-a9fd-95723a9f292c' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c8576c31-2c3b-4f24-a9fd-95723a9f292c
Lodge Eighty Eight SDWS - Lodging,Mile 88 CP  Pearkes Township ON,22-Jul-2021,,location.href = '/Portal/Facility/Details/46cc16ae-e736-4654-8e51-acedbc49040b' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/46cc16ae-e736-4654-8e51-acedbc49040b
MacIver's Motel SDWS - Lodging,26060 Hwy. 17 W  Blind River ON P0R 1B0,04-Oct-2023,,location.href = '/Portal/Facility/Details/29ee191c-15e0-460e-bca2-d70917faedf0' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/29ee191c-15e0-460e-bca2-d70917faedf0
Mar Mac Lodge SDWS - Lodging,Mile 88 CP-Esnagi Lake  Tilston Twp. ON,22-Jul-2021,,location.href = '/Portal/Facility/Details/fe3acfc9-8cf2-4314-9427-37c161e3c8fa' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/fe3acfc9-8cf2-4314-9427-37c161e3c8fa
Maria's Cabins Water System SDWS - Lodging,1929 Shore Rd  Richard's Landing ON P0R 1J0,13-Nov-2019,,location.href = '/Portal/Facility/Details/9073e4ea-e3b3-478c-a5e3-184dcad7a628' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/9073e4ea-e3b3-478c-a5e3-184dcad7a628
McAlpine Beach Campground SDWS - Campground,16435 Highway 17 East  Iron Bridge ON P0R1H0,,,location.href = '/Portal/Facility/Details/8fc9c827-407a-4b8b-9ac1-1b73c3b782cb' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8fc9c827-407a-4b8b-9ac1-1b73c3b782cb
McCauley's Havilland Bay Motel SDWS - Food Service,5235 Highway 17 N  Havilland Bay ON P0S 1E0,,,location.href = '/Portal/Facility/Details/aeea2b36-a9b0-434f-b94c-b673c3486890' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/aeea2b36-a9b0-434f-b94c-b673c3486890
Melwel Lodge & Cabins 7-9 SDWS - Lodging,435 Melwel Road  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/9b579076-ef1e-4d09-91f6-fc5f18f6e50b' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/9b579076-ef1e-4d09-91f6-fc5f18f6e50b
Melwel Lodge Cabins 10-11 SDWS - Lodging,435 Melwel Road  Iron Bridge ON P0R1H0,,,location.href = '/Portal/Facility/Details/a6125be3-7df4-4c68-bcd7-8433feb07d27' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a6125be3-7df4-4c68-bcd7-8433feb07d27
Melwel Lodge Cabins 1-6 SDWS - Lodging,435 Melwel Road  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/b097f857-4baa-4aa2-8835-229e80e0add2' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b097f857-4baa-4aa2-8835-229e80e0add2
Mississagi Provincial Park SDWS - Campground,Highway 639  Elliot Lake ON,21-Sep-2023,,location.href = '/Portal/Facility/Details/0811d380-ae12-4184-9125-f8d01d7bd7d7' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0811d380-ae12-4184-9125-f8d01d7bd7d7
Mother of God Catholic Church SDWS - Religious Institution,303 Old Highway 17 Rd  Goulais River ON P0S 1E0,11-Jul-2023,,location.href = '/Portal/Facility/Details/86116e69-9674-4b1c-9605-f68c720a7d18' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/86116e69-9674-4b1c-9605-f68c720a7d18
Mount Dufour Ski Area SDWS - Recreation Facility,10 Ski Hill Rd  Elliot Lake ON P5A 2J6,15-Mar-2023,,location.href = '/Portal/Facility/Details/89268db8-0e02-4a4a-b988-4c3eb2c7eb5b' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/89268db8-0e02-4a4a-b988-4c3eb2c7eb5b
